,part.a,part.b,dist,soil,ffreq,SW_occurrence,AHN,LGN5,x,y
91,1,0,0.255343,2,1,0,3397.0,6,181260,333340
92,1,0,0.27709,2,1,0,3406.0,6,181300,333340
93,1,0,0.309699,2,1,0,3396.0,6,181340,333340
94,1,0,0.32058,2,1,0,3338.0,6,181380,333340
95,1,0,0.342324,2,1,0,4078.0,6,181420,333340
96,1,0,0.0,1,1,77,3140.0,16,180820,333300
97,1,0,0.0054321,1,1,0,3376.0,5,180860,333300
98,1,0,0.0373369,1,1,0,3506.0,5,180900,333300
99,1,0,0.0703468,1,1,0,3548.0,4,180940,333300
100,1,0,0.0975136,1,1,0,3506.0,4,180980,333300
101,1,0,0.124808,1,1,0,3514.0,4,181020,333300
102,1,0,0.146578,1,1,0,3503.0,4,181060,333300
103,1,0,0.179216,1,1,0,3490.0,5,181100,333300
104,1,0,0.20637,2,1,0,3485.0,6,181140,333300
105,1,0,0.233593,2,1,0,3395.0,6,181180,333300
106,1,0,0.255343,2,1,0,3427.0,6,181220,333300
107,1,0,0.27709,2,1,0,3437.0,6,181260,333300
108,1,0,0.298835,2,1,0,3427.0,6,181300,333300
109,1,0,0.32058,2,1,0,3418.0,6,181340,333300
110,1,0,0.353186,2,1,0,3372.0,6,181380,333300
111,1,0,0.364067,2,1,0,3499.0,6,181420,333300
112,1,0,0.380356,2,2,0,4699.0,18,181460,333300
113,1,0,0.0,1,1,0,3289.0,16,180820,333260
114,1,0,0.0264645,1,1,0,3411.0,5,180860,333260
115,1,0,0.0537889,1,1,0,3556.0,5,180900,333260
116,1,0,0.081222,1,1,0,3541.0,4,180940,333260
117,1,0,0.113932,1,1,0,3542.0,4,180980,333260
118,1,0,0.141086,1,1,0,3532.0,4,181020,333260
119,1,0,0.168336,1,1,0,3505.0,4,181060,333260
120,1,0,0.190094,2,1,0,3505.0,5,181100,333260
121,1,0,0.222718,2,1,0,3430.0,6,181140,333260
122,1,0,0.249874,2,1,0,3449.0,6,181180,333260
123,1,0,0.277087,2,1,0,3479.0,6,181220,333260
124,1,0,0.298835,2,1,0,3451.0,6,181260,333260
125,1,0,0.32058,2,1,0,3452.0,9,181300,333260
126,1,0,0.342324,2,1,0,3448.0,9,181340,333260
127,1,0,0.364067,2,1,0,3355.0,6,181380,333260
128,1,0,0.396672,2,2,0,3341.0,6,181420,333260
129,1,0,0.407552,2,2,0,4121.0,6,181460,333260
131,1,0,0.0054321,1,1,0,3281.0,16,180820,333220
132,1,0,0.0373369,1,2,0,3510.0,5,180860,333220
133,1,0,0.0703468,1,1,0,3562.0,5,180900,333220
134,1,0,0.0975136,1,1,0,3558.0,5,180940,333220
135,1,0,0.124808,1,1,0,3559.0,4,180980,333220
136,1,0,0.157461,1,1,0,3530.0,4,181020,333220
137,1,0,0.184614,1,1,0,3522.0,4,181060,333220
138,1,0,0.211843,2,1,0,3489.0,6,181100,333220
139,1,0,0.233596,2,1,0,3485.0,6,181140,333220
140,1,0,0.266212,2,1,0,3504.0,6,181180,333220
141,1,0,0.29337,2,1,0,3498.0,6,181220,333220
142,1,0,0.320577,2,1,0,3492.0,5,181260,333220
143,1,0,0.342324,2,1,0,3489.0,9,181300,333220
144,1,0,0.364067,2,1,0,3466.0,9,181340,333220
145,1,0,0.38581,2,1,0,3402.0,6,181380,333220
146,1,0,0.407552,2,2,0,3363.0,6,181420,333220
147,1,0,0.440156,2,2,0,3602.0,6,181460,333220
148,1,0,0.456516,2,2,0,4901.0,18,181500,333220
149,1,0,0.0,1,1,41,3260.0,16,180780,333180
150,1,0,0.0264645,1,1,0,3443.0,16,180820,333180
151,1,0,0.0537889,1,2,0,3565.0,5,180860,333180
152,1,0,0.081222,1,1,0,3579.0,5,180900,333180
153,1,0,0.113932,1,1,0,3575.0,5,180940,333180
154,1,0,0.141086,1,1,0,3555.0,4,180980,333180
155,1,0,0.168336,1,1,0,3546.0,4,181020,333180
156,1,0,0.200968,1,1,0,3511.0,6,181060,333180
157,1,0,0.228123,2,1,0,3503.0,6,181100,333180
158,1,0,0.255341,2,1,0,3504.0,6,181140,333180
159,1,0,0.27709,2,1,0,3522.0,6,181180,333180
160,1,0,0.309702,2,1,0,3525.0,9,181220,333180
161,1,0,0.336861,2,1,0,3514.0,5,181260,333180
162,1,0,0.364064,2,1,0,3494.0,9,181300,333180
163,1,0,0.38581,2,1,0,3466.0,5,181340,333180
164,1,0,0.407552,2,2,0,3433.0,6,181380,333180
165,1,0,0.429295,2,2,0,3397.0,6,181420,333180
166,1,0,0.451037,2,2,0,3404.0,6,181460,333180
167,1,0,0.483639,2,2,0,4671.0,1,181500,333180
168,1,0,0.5,2,2,0,4842.0,1,181540,333180
169,1,0,0.0054321,1,1,0,3447.0,16,180780,333140
170,1,0,0.0373369,1,1,0,3503.0,16,180820,333140
171,1,0,0.0703468,1,2,0,3594.0,5,180860,333140
172,1,0,0.0975136,1,1,0,3590.0,9,180900,333140
173,1,0,0.124808,1,1,0,3570.0,9,180940,333140
174,1,0,0.157461,1,1,0,3561.0,5,180980,333140
175,1,0,0.184614,1,1,0,3522.0,4,181020,333140
176,1,0,0.211843,1,1,0,3513.0,6,181060,333140
177,1,0,0.244466,2,1,0,3521.0,6,181100,333140
178,1,0,0.271622,2,1,0,3524.0,6,181140,333140
179,1,0,0.298832,2,1,0,3536.0,6,181180,333140
180,1,0,0.32058,2,1,0,3544.0,5,181220,333140
181,1,0,0.353189,2,1,0,3523.0,5,181260,333140
182,1,0,0.38035,2,1,0,3481.0,5,181300,333140
183,1,0,0.40755,2,2,0,3513.0,5,181340,333140
184,1,0,0.429295,2,2,0,3486.0,5,181380,333140
185,1,0,0.451037,2,2,0,3410.0,5,181420,333140
186,1,0,0.472778,2,2,0,3427.0,1,181460,333140
187,1,0,0.49452,2,2,0,4487.0,1,181500,333140
188,1,0,0.521728,2,2,0,4492.0,16,181540,333140
189,1,0,0.0,1,1,0,3340.0,16,180740,333100
190,1,0,0.0122243,1,1,0,3437.0,16,180780,333100
191,1,0,0.0537778,1,2,0,3583.0,1,180820,333100
192,1,0,0.0812194,1,2,0,3601.0,1,180860,333100
193,1,0,0.113932,1,2,0,3579.0,5,180900,333100
194,1,0,0.141086,1,1,0,3572.0,5,180940,333100
195,1,0,0.168336,1,2,0,3527.0,4,180980,333100
196,1,0,0.200968,1,2,0,3515.0,4,181020,333100
197,1,0,0.228123,1,1,0,3538.0,9,181060,333100
198,1,0,0.255341,2,1,0,3539.0,9,181100,333100
199,1,0,0.287957,2,1,0,3552.0,9,181140,333100
200,1,0,0.315116,2,1,0,3557.0,9,181180,333100
201,1,0,0.342321,2,1,0,3549.0,4,181220,333100
202,1,0,0.364067,2,1,0,3512.0,5,181260,333100
203,1,0,0.396675,2,1,0,3498.0,5,181300,333100
204,1,0,0.423837,2,2,0,3544.0,5,181340,333100
205,1,0,0.451034,2,2,0,3549.0,26,181380,333100
206,1,0,0.472778,2,2,0,3473.0,5,181420,333100
207,1,0,0.49452,2,2,0,3757.0,1,181460,333100
208,1,0,0.516261,2,2,0,4437.0,16,181500,333100
210,1,0,0.0054321,1,1,0,3280.0,16,180740,333060
211,1,0,0.0373369,1,1,0,3528.0,1,180780,333060
212,1,0,0.0593662,1,2,0,3601.0,1,180820,333060
213,1,0,0.0975026,1,2,0,3580.0,1,180860,333060
214,1,0,0.124805,1,2,0,3571.0,5,180900,333060
215,1,0,0.157461,1,2,0,3535.0,4,180940,333060
216,1,0,0.184614,1,2,0,3535.0,4,180980,333060
217,1,0,0.211843,1,2,0,3532.0,4,181020,333060
218,1,0,0.244466,1,1,0,3567.0,4,181060,333060
219,1,0,0.271622,1,1,0,3554.0,9,181100,333060
220,1,0,0.298832,2,1,0,3557.0,9,181140,333060
221,1,0,0.331446,2,1,0,3543.0,4,181180,333060
222,1,0,0.358606,2,1,0,3524.0,4,181220,333060
223,1,0,0.385807,2,3,0,3517.0,5,181260,333060
224,1,0,0.407552,2,3,0,3517.0,5,181300,333060
225,1,0,0.440159,2,1,0,3543.0,5,181340,333060
226,1,0,0.467322,2,2,0,3513.0,5,181380,333060
227,1,0,0.494517,2,2,0,3518.0,1,181420,333060
228,1,0,0.516261,2,2,0,4212.0,1,181460,333060
229,1,0,0.532553,2,2,0,4470.0,16,181500,333060
230,1,0,0.0,1,1,67,3289.0,16,180700,333020
231,1,0,0.0264645,1,1,0,3449.0,1,180740,333020
232,1,0,0.0537889,1,2,0,3590.0,1,180780,333020
233,1,0,0.081222,1,2,0,3595.0,1,180820,333020
234,1,0,0.103029,1,2,0,3574.0,6,180860,333020
235,1,0,0.141075,1,2,0,3547.0,4,180900,333020
236,1,0,0.168333,1,2,0,3547.0,4,180940,333020
237,1,0,0.200968,1,2,0,3548.0,4,180980,333020
238,1,0,0.228123,1,2,0,3545.0,4,181020,333020
239,1,0,0.255341,1,1,0,3559.0,4,181060,333020
240,1,0,0.287957,1,1,0,3552.0,4,181100,333020
241,1,0,0.315116,2,1,0,3544.0,4,181140,333020
242,1,0,0.342321,2,1,0,3539.0,4,181180,333020
243,1,0,0.374932,2,1,0,3540.0,4,181220,333020
244,1,0,0.402094,2,3,0,3535.0,3,181260,333020
245,1,0,0.429292,2,3,0,3525.0,3,181300,333020
246,1,0,0.451037,2,1,0,3488.0,3,181340,333020
247,1,0,0.483642,2,2,0,3476.0,1,181380,333020
248,1,0,0.510806,2,2,0,3773.0,1,181420,333020
249,1,0,0.537999,2,2,0,4479.0,16,181460,333020
251,1,0,0.0122243,1,1,0,3324.0,16,180700,332980
252,1,0,0.0373395,1,2,0,3562.0,1,180740,332980
253,1,0,0.0703468,1,2,0,3607.0,1,180780,332980
254,1,0,0.0975136,1,2,0,3578.0,1,180820,332980
255,1,0,0.124808,1,2,0,3552.0,6,180860,332980
256,1,0,0.146578,1,2,0,3558.0,4,180900,332980
257,1,0,0.184603,1,2,0,3560.0,4,180940,332980
258,1,0,0.211841,1,2,0,3554.0,4,180980,332980
259,1,0,0.244466,1,2,0,3556.0,4,181020,332980
260,1,0,0.271622,1,2,0,3560.0,4,181060,332980
261,1,0,0.298832,2,2,0,3549.0,4,181100,332980
262,1,0,0.331446,2,1,0,3552.0,4,181140,332980
263,1,0,0.358606,2,1,0,3558.0,4,181180,332980
264,1,0,0.385807,2,3,0,3552.0,4,181220,332980
265,1,0,0.418417,2,3,0,3542.0,3,181260,332980
266,1,0,0.44558,2,3,0,3515.0,3,181300,332980
267,1,0,0.472776,2,1,0,3512.0,3,181340,332980
268,1,0,0.49452,2,2,0,3551.0,1,181380,332980
269,1,0,0.527124,2,2,0,4181.0,1,181420,332980
270,1,0,0.543478,2,2,0,4447.0,16,181460,332980
271,1,0,0.0,1,1,51,3152.0,16,180660,332940
272,1,0,0.0316606,1,1,0,3445.0,1,180700,332940
273,1,0,0.059361,1,2,0,3607.0,1,180740,332940
274,1,0,0.0812247,1,2,0,3568.0,6,180780,332940
275,1,0,0.113932,1,2,0,3567.0,6,180820,332940
276,1,0,0.141086,1,2,0,3559.0,6,180860,332940
277,1,0,0.168336,1,2,0,3553.0,4,180900,332940
278,1,0,0.190094,1,2,0,3559.0,4,180940,332940
279,1,0,0.228112,1,2,0,3557.0,4,180980,332940
280,1,0,0.255338,1,2,0,3556.0,4,181020,332940
281,1,0,0.287957,1,2,0,3553.0,2,181060,332940
282,1,0,0.315116,2,2,0,3556.0,4,181100,332940
283,1,0,0.342321,2,2,0,3566.0,4,181140,332940
284,1,0,0.374932,2,2,0,3555.0,4,181180,332940
285,1,0,0.402094,2,3,0,3553.0,3,181220,332940
286,1,0,0.429292,2,3,0,3530.0,3,181260,332940
287,1,0,0.4619,2,3,0,3523.0,3,181300,332940
288,1,0,0.489064,2,1,0,3541.0,3,181340,332940
289,1,0,0.516258,2,2,0,3837.0,1,181380,332940
290,1,0,0.538002,2,2,0,4488.0,1,181420,332940
291,1,0,0.0,1,1,0,3121.0,16,180620,332900
292,1,0,0.0054321,1,1,0,3270.0,16,180660,332900
293,1,0,0.0373369,1,2,0,3528.0,1,180700,332900
294,1,0,0.0756759,1,2,0,3579.0,6,180740,332900
295,1,0,0.103024,1,2,0,3567.0,6,180780,332900
296,1,0,0.12481,1,2,0,3555.0,6,180820,332900
297,1,0,0.157461,1,2,0,3567.0,6,180860,332900
298,1,0,0.184614,1,3,0,3558.0,4,180900,332900
299,1,0,0.211843,1,3,0,3565.0,4,180940,332900
300,1,0,0.233596,1,3,0,3565.0,4,180980,332900
301,1,0,0.271611,1,3,0,3550.0,4,181020,332900
302,1,0,0.29883,2,2,0,3546.0,2,181060,332900
303,1,0,0.331446,2,2,0,3574.0,4,181100,332900
304,1,0,0.358606,2,1,0,3569.0,4,181140,332900
305,1,0,0.385807,2,3,0,3563.0,4,181180,332900
306,1,0,0.418417,2,3,0,3535.0,3,181220,332900
307,1,0,0.44558,2,3,0,3531.0,3,181260,332900
308,1,0,0.472776,2,3,0,3549.0,3,181300,332900
309,1,0,0.505383,2,3,0,3573.0,1,181340,332900
310,1,0,0.532548,2,3,0,4268.0,1,181380,332900
311,1,0,0.554289,2,2,0,4474.0,16,181420,332900
312,1,0,0.0,1,1,0,3260.0,16,180620,332860
313,1,0,0.0264645,1,1,0,3409.0,16,180660,332860
314,1,0,0.0537889,1,2,0,3569.0,1,180700,332860
315,1,0,0.081222,1,2,0,3527.0,6,180740,332860
316,1,0,0.119297,1,2,0,3543.0,6,180780,332860
317,1,0,0.146573,1,2,0,3555.0,6,180820,332860
318,1,0,0.168339,1,2,0,3577.0,6,180860,332860
319,1,0,0.200968,1,3,0,3574.0,6,180900,332860
320,1,0,0.228123,1,3,0,3569.0,4,180940,332860
321,1,0,0.255341,1,3,0,3562.0,4,180980,332860
322,1,0,0.27709,1,3,0,3538.0,4,181020,332860
323,1,0,0.315105,2,3,0,3552.0,4,181060,332860
324,1,0,0.342318,2,2,0,3574.0,4,181100,332860
325,1,0,0.374932,2,1,0,3560.0,4,181140,332860
326,1,0,0.402094,2,3,0,3546.0,3,181180,332860
327,1,0,0.429292,2,3,0,3539.0,1,181220,332860
328,1,0,0.4619,2,3,0,3551.0,1,181260,332860
329,1,0,0.489064,2,3,0,3535.0,1,181300,332860
330,1,0,0.516258,2,3,0,3849.0,1,181340,332860
331,1,0,0.548865,2,3,0,4498.0,16,181380,332860
332,1,0,0.00135803,1,1,0,3211.0,16,180620,332820
333,1,0,0.0316663,1,2,0,3528.0,1,180660,332820
334,1,0,0.0703387,1,2,0,3530.0,6,180700,332820
335,1,0,0.0975136,1,2,0,3543.0,6,180740,332820
336,1,0,0.124808,1,2,0,3560.0,6,180780,332820
337,1,0,0.162842,1,2,0,3567.0,6,180820,332820
338,1,0,0.190089,1,2,0,3578.0,6,180860,332820
339,1,0,0.211846,1,2,0,3577.0,6,180900,332820
340,1,0,0.244466,1,2,0,3559.0,4,180940,332820
341,1,0,0.271622,1,2,0,3540.0,4,180980,332820
342,1,0,0.298832,2,1,0,3530.0,4,181020,332820
343,1,0,0.32058,2,3,0,3548.0,4,181060,332820
344,1,0,0.358595,2,3,0,3554.0,2,181100,332820
345,1,0,0.385804,2,3,0,3540.0,2,181140,332820
346,1,0,0.418417,2,1,0,3542.0,1,181180,332820
347,1,0,0.44558,2,3,0,3562.0,1,181220,332820
348,1,0,0.472776,2,3,0,3561.0,1,181260,332820
349,1,0,0.505383,2,3,0,3625.0,1,181300,332820
350,1,0,0.532548,2,3,0,4293.0,1,181340,332820
351,1,0,0.554289,2,2,0,4465.0,16,181380,332820
353,1,0,0.0054321,1,1,0,3398.0,16,180620,332780
354,1,0,0.0484831,1,2,0,3527.0,6,180660,332780
355,1,0,0.0756869,1,1,0,3529.0,6,180700,332780
356,1,0,0.113924,1,2,0,3549.0,6,180740,332780
357,1,0,0.141086,1,2,0,3566.0,6,180780,332780
358,1,0,0.168336,2,2,0,3572.0,6,180820,332780
359,1,0,0.206359,2,2,0,3572.0,6,180860,332780
360,1,0,0.23359,2,1,0,3566.0,6,180900,332780
361,1,0,0.255343,2,1,0,3540.0,4,180940,332780
362,1,0,0.287957,2,1,0,3523.0,4,180980,332780
363,1,0,0.315116,2,1,0,3530.0,4,181020,332780
364,1,0,0.342321,2,3,0,3537.0,4,181060,332780
365,1,0,0.364067,2,3,0,3539.0,2,181100,332780
366,1,0,0.402083,2,3,0,3542.0,2,181140,332780
367,1,0,0.429289,2,1,0,3556.0,1,181180,332780
368,1,0,0.4619,2,3,0,3578.0,1,181220,332780
369,1,0,0.489064,2,3,0,3558.0,1,181260,332780
370,1,0,0.516258,2,3,0,3878.0,1,181300,332780
371,1,0,0.548865,2,3,0,4552.0,1,181340,332780
372,1,0,0.0,1,2,41,3362.0,16,180580,332740
373,1,0,0.0264645,1,1,0,3513.0,1,180620,332740
374,1,0,0.0537889,1,1,0,3527.0,6,180660,332740
375,1,0,0.0921435,1,1,0,3540.0,6,180700,332740
376,1,0,0.119308,1,2,0,3557.0,6,180740,332740
377,1,0,0.157453,1,2,0,3566.0,6,180780,332740
378,1,0,0.184614,1,2,0,3571.0,6,180820,332740
379,1,0,0.211843,2,1,0,3563.0,6,180860,332740
380,1,0,0.249863,2,1,0,3557.0,6,180900,332740
381,1,0,0.277084,2,1,0,3529.0,4,180940,332740
382,1,0,0.298835,2,1,0,3524.0,4,180980,332740
383,1,0,0.331446,2,3,0,3536.0,4,181020,332740
384,1,0,0.358606,2,3,0,3530.0,4,181060,332740
385,1,0,0.385807,2,3,0,3535.0,2,181100,332740
386,1,0,0.407552,2,3,0,3543.0,1,181140,332740
387,1,0,0.445569,2,1,0,3563.0,2,181180,332740
388,1,0,0.472773,2,3,0,3574.0,2,181220,332740
389,1,0,0.505383,2,3,0,3564.0,11,181260,332740
390,1,0,0.532548,2,3,0,4267.0,1,181300,332740
391,1,0,0.554289,2,2,0,4459.0,16,181340,332740
392,1,0,0.0,1,1,50,3485.0,16,180540,332700
393,1,0,0.0054321,1,1,0,3490.0,1,180580,332700
394,1,0,0.0373369,1,1,0,3517.0,6,180620,332700
395,1,0,0.0703468,1,1,0,3526.0,6,180660,332700
396,1,0,0.0975136,1,1,0,3545.0,6,180700,332700
397,1,0,0.135692,1,1,0,3563.0,6,180740,332700
398,1,0,0.162853,1,1,0,3571.0,6,180780,332700
399,1,0,0.20096,1,1,0,3570.0,6,180820,332700
400,1,0,0.228123,2,1,0,3556.0,6,180860,332700
401,1,0,0.255341,2,2,0,3555.0,6,180900,332700
402,1,0,0.293359,2,1,0,3535.0,6,180940,332700
403,1,0,0.320574,2,1,0,3543.0,6,180980,332700
404,1,0,0.342324,2,3,0,3552.0,6,181020,332700
405,1,0,0.374932,2,3,0,3557.0,2,181060,332700
406,1,0,0.402094,2,3,0,3533.0,2,181100,332700
407,1,0,0.429292,2,3,0,3541.0,2,181140,332700
408,1,0,0.451037,2,1,0,3561.0,2,181180,332700
409,1,0,0.489053,2,3,0,3569.0,11,181220,332700
410,1,0,0.516255,2,3,0,3873.0,1,181260,332700
411,1,0,0.548865,2,2,0,4481.0,16,181300,332700
412,1,0,0.0,1,1,0,3497.0,16,180540,332660
413,1,0,0.0264645,1,1,0,3520.0,6,180580,332660
414,1,0,0.0537889,1,1,0,3508.0,6,180620,332660
415,1,0,0.081222,1,1,0,3534.0,6,180660,332660
416,1,0,0.113932,1,1,0,3549.0,6,180700,332660
417,1,0,0.141086,1,1,0,3559.0,6,180740,332660
418,1,0,0.179208,1,1,0,3561.0,6,180780,332660
419,1,0,0.20637,1,1,0,3553.0,6,180820,332660
420,1,0,0.244457,2,1,0,3550.0,6,180860,332660
421,1,0,0.271622,2,2,0,3543.0,6,180900,332660
422,1,0,0.298832,2,1,0,3542.0,6,180940,332660
423,1,0,0.336851,2,1,0,3553.0,6,180980,332660
424,1,0,0.364062,2,3,0,3557.0,6,181020,332660
425,1,0,0.38581,2,3,0,3551.0,2,181060,332660
426,1,0,0.418417,2,3,0,3524.0,2,181100,332660
427,1,0,0.44558,2,3,0,3547.0,2,181140,332660
428,1,0,0.472776,2,1,0,3561.0,2,181180,332660
429,1,0,0.49452,2,3,0,3620.0,11,181220,332660
430,1,0,0.532537,2,3,0,4332.0,1,181260,332660
431,1,0,0.554284,2,2,0,4479.0,16,181300,332660
432,1,0,0.0,1,1,0,3440.0,16,180500,332620
433,1,0,0.0122243,1,1,0,3481.0,16,180540,332620
434,1,0,0.0373395,1,1,0,3491.0,6,180580,332620
435,1,0,0.0703468,1,1,0,3504.0,6,180620,332620
436,1,0,0.0975136,1,1,0,3532.0,6,180660,332620
437,1,0,0.124808,1,2,0,3545.0,6,180700,332620
438,1,0,0.157461,1,2,0,3552.0,6,180740,332620
439,1,0,0.184614,1,2,0,3550.0,6,180780,332620
440,1,0,0.22271,1,2,0,3552.0,6,180820,332620
441,1,0,0.249874,2,2,0,3547.0,6,180860,332620
442,1,0,0.287949,2,3,0,3548.0,6,180900,332620
443,1,0,0.315116,2,3,0,3557.0,6,180940,332620
444,1,0,0.342321,2,3,0,3563.0,6,180980,332620
445,1,0,0.380339,2,3,0,3565.0,6,181020,332620
446,1,0,0.407547,2,3,0,3550.0,2,181060,332620
447,1,0,0.429295,2,3,0,3528.0,2,181100,332620
448,1,0,0.4619,2,1,0,3552.0,2,181140,332620
449,1,0,0.489064,2,3,0,3542.0,1,181180,332620
450,1,0,0.516258,2,3,0,3897.0,1,181220,332620
451,1,0,0.538002,2,3,0,4547.0,16,181260,332620
452,1,0,0.0,1,1,72,3254.0,16,180460,332580
453,1,0,0.00135803,1,1,0,3424.0,16,180500,332580
454,1,0,0.0316663,1,2,0,3435.0,2,180540,332580
455,1,0,0.0593636,1,1,0,3463.0,6,180580,332580
456,1,0,0.0812247,1,1,0,3490.0,6,180620,332580
457,1,0,0.113932,1,1,0,3512.0,6,180660,332580
458,1,0,0.141086,1,2,0,3522.0,6,180700,332580
459,1,0,0.168336,1,2,0,3527.0,6,180740,332580
460,1,0,0.200968,1,2,0,3538.0,6,180780,332580
461,1,0,0.228123,2,2,0,3544.0,6,180820,332580
462,1,0,0.266204,2,2,0,3545.0,6,180860,332580
463,1,0,0.29337,2,3,0,3549.0,6,180900,332580
464,1,0,0.331438,2,3,0,3566.0,6,180940,332580
465,1,0,0.358606,2,3,0,3569.0,2,180980,332580
